Crime_type,Crime_address,City,Agency,Crime_date,Crime_time,Crime_address1,Crime_long,Crime_lat
Vehicle theft,100 block Oak St,Syracuse,Syracuse,5/12/15,11:30 p.m.,100 block Oak St   Syracuse,NA,NA
Aggravated assault,200 block Essex St,Syracuse,Syracuse,5/11/15,1:45 a.m.,200 block Essex St   Syracuse,NA,NA
Aggravated assault,500 block Wolf St,Syracuse,Syracuse,5/11/15,12:00 p.m.,500 block Wolf St   Syracuse,NA,NA
Aggravated assault,0 block Destiny Usa Dr,Syracuse,Syracuse,5/11/15,7:00 p.m.-7:10 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Burglary,200 block Marlborough Rd,Syracuse,Syracuse,5/11/15,10:00 p.m.-5:30 a.m.,200 block Marlborough Rd   Syracuse,NA,NA
Burglary,400 block Small Rd,Syracuse,Syracuse,5/11/15,9:19 a.m.-10:15 a.m.,400 block Small Rd   Syracuse,NA,NA
Burglary,1400 block Butternut St,Syracuse,Syracuse,5/11/15,12:00 p.m.-1:00 p.m.,1400 block Butternut St   Syracuse,NA,NA
Burglary,300 block S Beech St,Syracuse,Syracuse,5/11/15,7:30 a.m.-3:00 p.m.,300 block S Beech St   Syracuse,NA,NA
Burglary,700 block Walnut Av,Syracuse,Syracuse,5/11/15,3:51 a.m.,700 block Walnut Av   Syracuse,NA,NA
Larceny,700 block First North St,Syracuse,Syracuse,5/11/15,7:54 a.m.,700 block First North St   Syracuse,NA,NA
Larceny,400 block Howard St,Syracuse,Syracuse,5/11/15,5:00 p.m.-7:30 a.m.,400 block Howard St   Syracuse,NA,NA
Larceny,2900 block James St,Syracuse,Syracuse,5/11/15,11:03 a.m.,2900 block James St   Syracuse,NA,NA
Larceny,600 block Euclid Av,Syracuse,Syracuse,5/11/15,12:00 p.m.-12:40 p.m.,600 block Euclid Av   Syracuse,NA,NA
Larceny,600 block Robinson St,Syracuse,Syracuse,5/11/15,11:20 a.m.-12:06 p.m.,600 block Robinson St   Syracuse,NA,NA
Larceny,1000 block S Geddes St,Syracuse,Syracuse,5/11/15,2:39 p.m.,1000 block S Geddes St   Syracuse,NA,NA
Larceny,500 block Rowland St,Syracuse,Syracuse,5/11/15,12:00 a.m.-10:00 a.m.,500 block Rowland St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/11/15,8:08 p.m.-8:18 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/11/15,6:17 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Gertrude St,Syracuse,Syracuse,5/11/15,12:00 p.m.,100 block Gertrude St   Syracuse,NA,NA
Robbery,100 block N Salina St,Syracuse,Syracuse,5/11/15,9:05 a.m.,100 block N Salina St   Syracuse,NA,NA
Robbery,1000 block E Adams St,Syracuse,Syracuse,5/11/15,10:15 a.m.,1000 block E Adams St   Syracuse,NA,NA
Burglary,100 block Parkway Dr,Syracuse,Syracuse,5/10/15,1:00 a.m.-2:46 a.m.,100 block Parkway Dr   Syracuse,NA,NA
Burglary,200 block Shuart Av,Syracuse,Syracuse,5/10/15,4:40 a.m.-4:44 a.m.,200 block Shuart Av   Syracuse,NA,NA
Burglary,100 block Feigel Av,Syracuse,Syracuse,5/10/15,9:45 a.m.-2:00 p.m.,100 block Feigel Av   Syracuse,NA,NA
Burglary,900 block Ackerman Av,Syracuse,Syracuse,5/10/15,9:00 a.m.-12:30 p.m.,900 block Ackerman Av   Syracuse,NA,NA
Burglary,1100 block Lodi St,Syracuse,Syracuse,5/10/15,5:25 p.m.-5:27 p.m.,1100 block Lodi St   Syracuse,NA,NA
Burglary,100 block South Av,Syracuse,Syracuse,5/10/15,10:00 a.m.-10:10 p.m.,100 block South Av   Syracuse,NA,NA
Larceny,100 block Sweeting St,Syracuse,Syracuse,5/10/15,1:30 p.m.-1:36 p.m.,100 block Sweeting St   Syracuse,NA,NA
Larceny,9500 block Destiny Usa Dr,Syracuse,Syracuse,5/10/15,3:35 p.m.,9500 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/10/15,1:00 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Aggravated assault,300 block Richmond Av,Syracuse,Syracuse,5/9/15,9:51 p.m.,300 block Richmond Av   Syracuse,NA,NA
Arson,100 block Martin Luther King  W,Syracuse,Syracuse,5/9/15,1:50 a.m.,100 block Martin Luther King  W   Syracuse,NA,NA
Burglary,600 block W Onondaga St,Syracuse,Syracuse,5/9/15,10:00 p.m.-6:30 a.m.,600 block W Onondaga St   Syracuse,NA,NA
Burglary,1500 block E Genesee St,Syracuse,Syracuse,5/9/15,8:30 a.m.-6:30 p.m.,1500 block E Genesee St   Syracuse,NA,NA
Larceny,100 block Mary St,Syracuse,Syracuse,5/9/15,6:00 a.m.-8:51 a.m.,100 block Mary St   Syracuse,NA,NA
Larceny,1400 block W Genesee St,Syracuse,Syracuse,5/9/15,1:00 a.m.,1400 block W Genesee St   Syracuse,NA,NA
Larceny,300 block Lewis St,Syracuse,Syracuse,5/9/15,1:00 p.m.-4:00 p.m.,300 block Lewis St   Syracuse,NA,NA
Larceny,700 block Butternut St,Syracuse,Syracuse,5/9/15,6:53 p.m.,700 block Butternut St   Syracuse,NA,NA
Larceny,400 block S Alvord St,Syracuse,Syracuse,5/9/15,10:45 p.m.,400 block S Alvord St   Syracuse,NA,NA
Larceny,200 block Luddington St,Syracuse,Syracuse,5/9/15,8:00 p.m.-11:51 p.m.,200 block Luddington St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/9/15,9:10 p.m.-9:20 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,2900 block E Genesee St,Syracuse,Syracuse,5/9/15,6:47 p.m.,2900 block E Genesee St   Syracuse,NA,NA
Vehicle theft,200 block Genesee Park Dr,Syracuse,Syracuse,5/9/15,1:00 p.m.,200 block Genesee Park Dr   Syracuse,NA,NA
Aggravated assault,100 block Broad St,Syracuse,Syracuse,5/8/15,10:30 p.m.-10:45 p.m.,100 block Broad St   Syracuse,NA,NA
Aggravated assault,600 block Butternut St,Syracuse,Syracuse,5/8/15,11:00 a.m.,600 block Butternut St   Syracuse,NA,NA
Burglary,900 block S Salina St,Syracuse,Syracuse,5/8/15,10:00 p.m.-7:49 a.m.,900 block S Salina St   Syracuse,NA,NA
Burglary,900 block N State St,Syracuse,Syracuse,5/8/15,4:30 p.m.-7:45 a.m.,900 block N State St   Syracuse,NA,NA
Burglary,3500 block S Salina St,Syracuse,Syracuse,5/8/15,7:30 a.m.-11:30 a.m.,3500 block S Salina St   Syracuse,NA,NA
Burglary,300 block Green St,Syracuse,Syracuse,5/8/15,3:00 p.m.-12:30 p.m.,300 block Green St   Syracuse,NA,NA
Burglary,700 block Rugby Rd,Syracuse,Syracuse,5/8/15,11:30 p.m.,700 block Rugby Rd   Syracuse,NA,NA
Burglary,200 block Furman St,Syracuse,Syracuse,5/8/15,8:00 p.m.-7:56 p.m.,200 block Furman St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/8/15,3:08 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,200 block Holland St,Syracuse,Syracuse,5/8/15,2:00 a.m.-12:00 p.m.,200 block Holland St   Syracuse,NA,NA
Larceny,100 block Camp Av,Syracuse,Syracuse,5/8/15,3:00 p.m.-4:30 p.m.,100 block Camp Av   Syracuse,NA,NA
Larceny,200 block Lincoln Park Dr,Syracuse,Syracuse,5/8/15,11:00 a.m.,200 block Lincoln Park Dr   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,5/8/15,11:51 p.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,300 block N Clinton St,Syracuse,Syracuse,5/8/15,11:15 p.m.-2:00 a.m.,300 block N Clinton St   Syracuse,NA,NA
Larceny,200 block Boise Dr,Syracuse,Syracuse,5/8/15,4:00 p.m.-11:11 a.m.,200 block Boise Dr   Syracuse,NA,NA
Larceny,600 block Wadsworth St,Syracuse,Syracuse,5/8/15,11:11 a.m.,600 block Wadsworth St   Syracuse,NA,NA
Larceny,900 block Ackerman Av,Syracuse,Syracuse,5/8/15,11:12 a.m.,900 block Ackerman Av   Syracuse,NA,NA
Larceny,300 block Walnut Pl,Syracuse,Syracuse,5/8/15,11:12 a.m.,300 block Walnut Pl   Syracuse,NA,NA
Larceny,100 block Erie St,Syracuse,Syracuse,5/8/15,11:12 a.m.,100 block Erie St   Syracuse,NA,NA
Larceny,700 block Danforth St,Syracuse,Syracuse,5/8/15,11:12 a.m.,700 block Danforth St   Syracuse,NA,NA
Aggravated assault,100 block Slayton Av,Syracuse,Syracuse,5/7/15,4:35 p.m.-4:42 p.m.,100 block Slayton Av   Syracuse,NA,NA
Aggravated assault,300 block Bear St,Syracuse,Syracuse,5/7/15,6:38 p.m.,300 block Bear St   Syracuse,NA,NA
Burglary,700 block W Genesee St,Syracuse,Syracuse,5/7/15,1:46 a.m.,700 block W Genesee St   Syracuse,NA,NA
Burglary,1200 block Lodi St,Syracuse,Syracuse,5/7/15,11:30 a.m.-9:00 a.m.,1200 block Lodi St   Syracuse,NA,NA
Burglary,700 block Euclid Av,Syracuse,Syracuse,5/7/15,3:30 a.m.-11:00 a.m.,700 block Euclid Av   Syracuse,NA,NA
Burglary,900 block Hazelwood Av,Syracuse,Syracuse,5/7/15,8:30 a.m.-11:21 a.m.,900 block Hazelwood Av   Syracuse,NA,NA
Burglary,2000 block E Genesee St,Syracuse,Syracuse,5/7/15,7:50 a.m.-9:00 a.m.,2000 block E Genesee St   Syracuse,NA,NA
Burglary,100 block Fernwood Av,Syracuse,Syracuse,5/7/15,4:00 p.m.-7:00 p.m.,100 block Fernwood Av   Syracuse,NA,NA
Burglary,500 block S Salina St,Syracuse,Syracuse,5/7/15,10:52 p.m.,500 block S Salina St   Syracuse,NA,NA
Larceny,400 block S Salina St,Syracuse,Syracuse,5/7/15,10:04 a.m.,400 block S Salina St   Syracuse,NA,NA
Larceny,300 block Prospect Av,Syracuse,Syracuse,5/7/15,5:00 a.m.-10:00 a.m.,300 block Prospect Av   Syracuse,NA,NA
Larceny,900 block N State St,Syracuse,Syracuse,5/7/15,11:00 p.m.-10:45 a.m.,900 block N State St   Syracuse,NA,NA
Larceny,500 block Gifford St,Syracuse,Syracuse,5/7/15,8:30 p.m.-3:30 p.m.,500 block Gifford St   Syracuse,NA,NA
Larceny,700 block Irving Av,Syracuse,Syracuse,5/7/15,3:00 p.m.-4:00 p.m.,700 block Irving Av   Syracuse,NA,NA
Larceny,1500 block Lemoyne Av,Syracuse,Syracuse,5/7/15,7:30 p.m.-7:50 p.m.,1500 block Lemoyne Av   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/7/15,10:18 a.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,300 block Seneca St,Syracuse,Syracuse,5/7/15,11:00 a.m.,300 block Seneca St   Syracuse,NA,NA
Larceny,100 block Polk St,Syracuse,Syracuse,5/7/15,10:07 p.m.,100 block Polk St   Syracuse,NA,NA
Larceny,900 block Park Av,Syracuse,Syracuse,5/7/15,7:00 p.m.-8:15 p.m.,900 block Park Av   Syracuse,NA,NA
Robbery,700 block Westcott St,Syracuse,Syracuse,5/7/15,2:38 p.m.,700 block Westcott St   Syracuse,NA,NA
Vehicle theft,200 block Furman St,Syracuse,Syracuse,5/7/15,11:00 a.m.-12:22 p.m.,200 block Furman St   Syracuse,NA,NA
Aggravated assault,1600 block Erie Blvd E,Syracuse,Syracuse,5/6/15,8:00 p.m.,1600 block Erie Blvd E   Syracuse,NA,NA
Burglary,2500 block Lodi St,Syracuse,Syracuse,5/6/15,10:30 a.m.-4:00 p.m.,2500 block Lodi St   Syracuse,NA,NA
Burglary,100 block Berger Av,Syracuse,Syracuse,5/6/15,9:30 a.m.-6:30 p.m.,100 block Berger Av   Syracuse,NA,NA
Larceny,800 block S Salina St,Syracuse,Syracuse,5/6/15,4:30 p.m.-7:30 a.m.,800 block S Salina St   Syracuse,NA,NA
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,5/6/15,1:00 p.m.-1:30 p.m.,4700 block Onondaga Blvd   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/6/15,3:00 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,700 block First North St,Syracuse,Syracuse,5/6/15,4:50 p.m.,700 block First North St   Syracuse,NA,NA
Larceny,100 block Gertrude St,Syracuse,Syracuse,5/6/15,4:20 p.m.,100 block Gertrude St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/6/15,5:06 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,700 block First North St,Syracuse,Syracuse,5/6/15,5:54 p.m.,700 block First North St   Syracuse,NA,NA
Larceny,300 block Erie Blvd W,Syracuse,Syracuse,5/6/15,9:00 a.m.-12:00 p.m.,300 block Erie Blvd W   Syracuse,NA,NA
Larceny,100 block Simon Dr,Syracuse,Syracuse,5/6/15,4:27 p.m.-9:47 a.m.,100 block Simon Dr   Syracuse,NA,NA
Larceny,700 block Butternut St,Syracuse,Syracuse,5/6/15,12:00 p.m.,700 block Butternut St   Syracuse,NA,NA
Larceny,500 block Grant Blvd,Syracuse,Syracuse,5/6/15,9:50 p.m.,500 block Grant Blvd   Syracuse,NA,NA
Vehicle theft,900 block Erie Blvd E,Syracuse,Syracuse,5/6/15,1:00 p.m.-4:15 p.m.,900 block Erie Blvd E   Syracuse,NA,NA
Aggravated assault,4400 block S Salina St,Syracuse,Syracuse,5/5/15,6:55 a.m.,4400 block S Salina St   Syracuse,NA,NA
Aggravated assault,3500 block S Salina St,Syracuse,Syracuse,5/5/15,7:30 a.m.,3500 block S Salina St   Syracuse,NA,NA
Aggravated assault,100 block Magnolia St,Syracuse,Syracuse,5/5/15,11:35 a.m.-11:41 a.m.,100 block Magnolia St   Syracuse,NA,NA
Aggravated assault,200 block W Newell St,Syracuse,Syracuse,5/5/15,6:15 p.m.-6:19 p.m.,200 block W Newell St   Syracuse,NA,NA
Arson,400 block Sunset Av,Syracuse,Syracuse,5/5/15,2:00 a.m.-4:30 a.m.,400 block Sunset Av   Syracuse,NA,NA
Arson,200 block Girard Av,Syracuse,Syracuse,5/5/15,1:24 p.m.,200 block Girard Av   Syracuse,NA,NA
Burglary,1500 block Caleb Av,Syracuse,Syracuse,5/5/15,1:00 p.m.-8:00 a.m.,1500 block Caleb Av   Syracuse,NA,NA
Burglary,1100 block Hawley Av,Syracuse,Syracuse,5/5/15,10:00 a.m.-8:30 a.m.,1100 block Hawley Av   Syracuse,NA,NA
Burglary,0 block Presidential Plz,Syracuse,Syracuse,5/5/15,12:00 p.m.-10:00 a.m.,0 block Presidential Plz   Syracuse,NA,NA
Burglary,200 block Hancock Dr,Syracuse,Syracuse,5/5/15,1:00 p.m.-11:49 a.m.,200 block Hancock Dr   Syracuse,NA,NA
Burglary,300 block Apple St,Syracuse,Syracuse,5/5/15,8:00 a.m.-11:30 a.m.,300 block Apple St   Syracuse,NA,NA
Burglary,1600 block Bellevue Av,Syracuse,Syracuse,5/5/15,7:30 a.m.-7:00 p.m.,1600 block Bellevue Av   Syracuse,NA,NA
Burglary,100 block Greenwood Pl,Syracuse,Syracuse,5/5/15,2:00 p.m.-6:00 p.m.,100 block Greenwood Pl   Syracuse,NA,NA
Burglary,300 block Bruce St,Syracuse,Syracuse,5/5/15,9:30 a.m.-10:35 a.m.,300 block Bruce St   Syracuse,NA,NA
Larceny,300 block Pine St,Syracuse,Syracuse,5/5/15,8:26 a.m.,300 block Pine St   Syracuse,NA,NA
Larceny,400 block Seventh North St,Syracuse,Syracuse,5/5/15,8:00 p.m.-8:20 a.m.,400 block Seventh North St   Syracuse,NA,NA
Larceny,100 block Herbert St,Syracuse,Syracuse,5/5/15,11:35 a.m.,100 block Herbert St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/5/15,4:15 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,400 block Greenwood Pl,Syracuse,Syracuse,5/5/15,11:30 p.m.-7:00 a.m.,400 block Greenwood Pl   Syracuse,NA,NA
Larceny,500 block Emerson Av,Syracuse,Syracuse,5/5/15,12:00 p.m.-4:30 p.m.,500 block Emerson Av   Syracuse,NA,NA
Larceny,100 block Turtle St,Syracuse,Syracuse,5/5/15,9:00 p.m.-8:00 a.m.,100 block Turtle St   Syracuse,NA,NA
Larceny,1800 block Erie Blvd E,Syracuse,Syracuse,5/5/15,2:00 p.m.-8:00 a.m.,1800 block Erie Blvd E   Syracuse,NA,NA
Larceny,1700 block W Genesee St,Syracuse,Syracuse,5/5/15,1:00 p.m.,1700 block W Genesee St   Syracuse,NA,NA
Larceny,400 block University Pl,Syracuse,Syracuse,5/5/15,3:15 p.m.-3:30 p.m.,400 block University Pl   Syracuse,NA,NA
Robbery,1800 block W Genesee St,Syracuse,Syracuse,5/5/15,8:20 p.m.,1800 block W Genesee St   Syracuse,NA,NA
Aggravated assault,2300 block S State St,Syracuse,Syracuse,5/4/15,1:46 a.m.,2300 block S State St   Syracuse,NA,NA
Aggravated assault,1200 block S Mcbride St,Syracuse,Syracuse,5/4/15,8:30 a.m.-8:48 a.m.,1200 block S Mcbride St   Syracuse,NA,NA
Aggravated assault,500 block S Clinton St,Syracuse,Syracuse,5/4/15,6:05 p.m.,500 block S Clinton St   Syracuse,NA,NA
Aggravated assault,400 block Seventh North St,Syracuse,Syracuse,5/4/15,10:35 p.m.,400 block Seventh North St   Syracuse,NA,NA
